record_id,equipment_id,equipment_type,manufacturer,model_year,mine_type,country,operating_hours,event_date,event_type,failure_mode,component_failed,severity,downtime_hours,repair_cost_usd,production_loss_tonnes,maintenance_type,was_scheduled,days_since_last_service,oil_analysis_flag,vibration_flag,temperature_flag
EQP-FBE6FDF5,UNIT-4337,excavator,Komatsu,2015,underground,zimbabwe,36035,2022-06-05,breakdown,bucket,general_component,major,26.5,76809.17,4787.0,corrective,False,199,False,False,False
EQP-D82E83C0,UNIT-6391,haul_truck,Komatsu,2020,processing_plant,south_africa,16469,2020-04-05,inspection,preventive,inspection,routine,3.2,4445.49,404.0,preventive,True,99,False,True,False
EQP-6341A7A6,UNIT-4825,drill_rig,Sandvik,2017,underground,drc,27885,2020-02-12,breakdown,drill_string,general_component,major,11.6,37999.4,480.0,corrective,False,100,False,False,False
EQP-B98656AC,UNIT-6661,loader,Komatsu,2020,open_pit,tanzania,17372,2020-10-18,overhaul,engine,cooling_system,major,17.4,27075.73,1678.0,major_overhaul,True,6,True,False,False
EQP-DAF4DD6A,UNIT-8308,conveyor,Metso,2022,open_pit,ghana,9691,2024-05-20,overhaul,pulley,general_component,major,11.8,13262.34,5517.0,major_overhaul,True,55,False,False,False
EQP-5A95C31B,UNIT-4323,haul_truck,Belaz,2011,open_pit,south_africa,50882,2022-04-04,scheduled_maintenance,preventive,inspection,routine,3.7,4849.92,512.0,preventive,True,26,True,False,False
EQP-E2620BBF,UNIT-5551,conveyor,ThyssenKrupp,2012,underground,south_africa,48045,2020-09-22,condition_based,belt,general_component,routine,1.9,724.49,540.0,predictive,False,115,False,False,True
EQP-DC3DDA76,UNIT-1410,drill_rig,Caterpillar,2012,processing_plant,zambia,48797,2024-06-16,breakdown,compressor,general_component,minor,7.6,17143.89,222.0,corrective,False,14,False,False,False
EQP-77887B40,UNIT-7628,excavator,Caterpillar,2015,open_pit,ghana,36585,2024-02-02,scheduled_maintenance,preventive,oil_change,routine,2.6,3361.79,515.0,preventive,True,90,False,False,False
EQP-C5351B28,UNIT-5408,haul_truck,Belaz,2015,open_pit,tanzania,35592,2020-09-21,inspection,preventive,inspection,minor,9.0,16915.13,1064.0,preventive,True,265,False,False,False
EQP-5965EFAC,UNIT-5136,pump,Metso,2008,open_pit,ghana,64254,2023-05-23,breakdown,bearing,general_component,minor,3.5,4907.4,271.0,corrective,False,25,False,False,True
EQP-5730AC2D,UNIT-5791,haul_truck,Belaz,2022,underground,south_africa,6416,2021-08-18,breakdown,hydraulics,cylinder,critical,42.7,110534.31,4822.0,corrective,False,39,True,False,True
EQP-F1B01737,UNIT-2939,haul_truck,Hitachi,2021,underground,botswana,11980,2020-05-05,scheduled_maintenance,preventive,inspection,routine,2.2,2952.99,286.0,preventive,True,132,False,False,False
EQP-A97424F8,UNIT-6381,haul_truck,Hitachi,2017,open_pit,botswana,26539,2020-04-21,condition_based,engine,injector,routine,2.0,4406.35,239.0,predictive,False,76,False,False,False
EQP-2F0DB750,UNIT-7706,conveyor,Metso,2012,underground,zimbabwe,48507,2022-09-02,condition_based,pulley,general_component,routine,1.0,713.58,287.0,predictive,False,80,False,False,False
EQP-F1C51174,UNIT-4146,drill_rig,Caterpillar,2021,open_pit,botswana,10884,2024-02-27,breakdown,electrical,starter,major,10.1,25615.02,278.0,corrective,False,111,False,False,False
EQP-DFD4345D,UNIT-2180,haul_truck,Komatsu,2012,underground,south_africa,48163,2024-09-27,breakdown,brakes,general_component,major,20.5,31043.66,2003.0,corrective,False,19,True,False,False
EQP-0E372642,UNIT-4481,drill_rig,Caterpillar,2012,open_pit,drc,48319,2023-06-23,inspection,preventive,filter_replace,routine,2.9,3025.8,136.0,preventive,True,130,False,False,False
EQP-993B1657,UNIT-2787,crusher,FLSmidth,2023,open_pit,south_africa,4075,2024-07-19,breakdown,bearing,general_component,critical,135.9,520026.65,28584.0,corrective,False,96,False,True,True
EQP-952C3FE3,UNIT-4365,excavator,Caterpillar,2022,underground,drc,7368,2021-02-28,breakdown,electrical,wiring,major,19.9,88648.77,3726.0,corrective,False,16,True,False,False
EQP-A2F37D81,UNIT-6640,grader,Komatsu,2017,underground,tanzania,27789,2020-09-20,breakdown,electrical,starter,major,14.7,24517.52,231.0,corrective,False,77,False,False,False
EQP-4BCD0D14,UNIT-2020,excavator,Caterpillar,2010,open_pit,tanzania,57181,2020-07-18,condition_based,electrical,sensors,routine,5.1,7499.54,984.0,predictive,False,45,True,False,False
EQP-CFB53F26,UNIT-7724,haul_truck,Komatsu,2009,underground,south_africa,59575,2020-11-07,breakdown,hydraulics,hose,major,16.2,74545.87,2290.0,corrective,False,47,False,False,False
EQP-A28C60F7,UNIT-3021,pump,Weir,2023,underground,ghana,4021,2023-09-18,scheduled_maintenance,preventive,adjustment,minor,4.7,4540.43,323.0,preventive,True,4,True,False,False
EQP-45ED6E73,UNIT-9051,loader,Volvo,2012,open_pit,botswana,47443,2020-10-03,scheduled_maintenance,preventive,filter_replace,routine,2.6,5586.38,202.0,preventive,True,26,False,False,False
EQP-9779EC3A,UNIT-7591,excavator,Caterpillar,2018,processing_plant,zambia,25020,2022-02-17,breakdown,bucket,general_component,minor,15.1,33356.37,2582.0,corrective,False,13,False,False,False
EQP-C1F3EDC4,UNIT-3453,loader,Volvo,2013,processing_plant,ghana,44077,2023-09-23,overhaul,electrical,sensors,major,24.8,30366.11,1297.0,major_overhaul,True,87,False,False,False
EQP-68451D25,UNIT-6068,drill_rig,Sandvik,2015,open_pit,ghana,35236,2024-07-26,inspection,preventive,adjustment,minor,4.3,11663.5,125.0,preventive,True,60,False,False,False
EQP-C28BB7A9,UNIT-1996,excavator,Hitachi,2023,processing_plant,ghana,4007,2020-10-16,scheduled_maintenance,preventive,oil_change,routine,5.8,9446.37,1003.0,preventive,True,125,False,True,False
EQP-05D919FC,UNIT-1897,loader,Caterpillar,2017,underground,drc,27758,2020-12-01,scheduled_maintenance,preventive,adjustment,routine,3.6,2004.27,345.0,preventive,True,104,False,False,False
EQP-0E386932,UNIT-9603,loader,Komatsu,2014,open_pit,drc,41392,2020-04-26,breakdown,engine,oil_pump,major,18.3,26074.88,1193.0,corrective,False,39,True,False,True
EQP-16F9220C,UNIT-8221,excavator,Hitachi,2014,underground,drc,39955,2020-07-20,scheduled_maintenance,preventive,inspection,routine,4.4,4138.12,613.0,preventive,True,123,False,False,False
EQP-501EBDA4,UNIT-2389,conveyor,ThyssenKrupp,2011,open_pit,drc,50617,2021-12-03,breakdown,pulley,general_component,major,8.5,10072.83,3983.0,corrective,False,16,False,False,True
EQP-1AB62230,UNIT-3543,excavator,Liebherr,2016,underground,drc,32498,2021-07-20,scheduled_maintenance,preventive,inspection,minor,17.0,13812.99,2153.0,preventive,True,35,False,False,False
EQP-9A573978,UNIT-2778,haul_truck,Belaz,2017,processing_plant,south_africa,29786,2024-10-06,breakdown,transmission,torque_converter,critical,41.4,170910.87,5980.0,corrective,False,47,True,False,False
EQP-E4B1F0A7,UNIT-4556,pump,Metso,2009,open_pit,south_africa,61196,2022-03-10,condition_based,bearing,general_component,routine,1.9,1623.1,108.0,predictive,False,108,False,True,False
EQP-6EA5658E,UNIT-3621,conveyor,Metso,2014,underground,ghana,38897,2021-07-08,scheduled_maintenance,preventive,adjustment,minor,5.0,4102.91,1565.0,preventive,True,64,False,False,False
EQP-6023FDA6,UNIT-3952,conveyor,Metso,2018,open_pit,tanzania,23731,2022-04-24,scheduled_maintenance,preventive,oil_change,minor,4.7,8872.43,1217.0,preventive,True,15,False,False,False
EQP-DE9A4F70,UNIT-5763,conveyor,ThyssenKrupp,2008,underground,tanzania,63969,2023-07-27,breakdown,pulley,general_component,major,7.1,24818.47,1941.0,corrective,False,29,False,False,False
EQP-8A2A4FC1,UNIT-2701,conveyor,FLSmidth,2023,processing_plant,south_africa,3981,2021-08-30,breakdown,roller,general_component,minor,2.3,5981.34,722.0,corrective,False,1,False,False,False
EQP-1555717B,UNIT-8944,excavator,Liebherr,2021,open_pit,drc,12380,2020-09-16,scheduled_maintenance,preventive,oil_change,routine,5.5,9937.07,910.0,preventive,True,125,False,False,True
EQP-A49CD50C,UNIT-7548,pump,Metso,2018,underground,zambia,23655,2022-01-27,scheduled_maintenance,preventive,oil_change,routine,1.5,1324.5,90.0,preventive,True,82,True,False,True
EQP-474AAAE5,UNIT-7844,conveyor,FLSmidth,2008,open_pit,drc,63084,2023-01-23,overhaul,belt,general_component,major,11.8,10903.39,5721.0,major_overhaul,True,59,False,False,False
EQP-4DA67CC7,UNIT-2525,crusher,FLSmidth,2016,underground,zimbabwe,32951,2021-07-23,scheduled_maintenance,preventive,adjustment,routine,8.5,4326.82,1720.0,preventive,True,37,False,False,True
EQP-15DF66CA,UNIT-7372,drill_rig,Caterpillar,2022,underground,botswana,6876,2022-11-12,breakdown,rotation,general_component,minor,6.5,12694.07,247.0,corrective,False,87,False,True,False
EQP-4428B16B,UNIT-8525,excavator,Caterpillar,2008,underground,south_africa,63197,2021-08-06,scheduled_maintenance,preventive,filter_replace,routine,6.0,9374.52,999.0,preventive,True,114,False,False,True
EQP-9F56B8A9,UNIT-2576,haul_truck,Hitachi,2020,open_pit,drc,14870,2024-06-15,scheduled_maintenance,preventive,adjustment,routine,3.3,2090.88,281.0,preventive,True,18,False,False,False
EQP-314A22C7,UNIT-7760,excavator,Caterpillar,2021,underground,drc,12612,2024-05-16,inspection,preventive,adjustment,routine,3.7,6573.72,624.0,preventive,True,144,True,False,False
EQP-AE1024A0,UNIT-4218,haul_truck,Belaz,2009,underground,zambia,60106,2023-07-13,breakdown,tires,front_right,minor,10.6,25747.54,891.0,corrective,False,40,False,False,False
EQP-74D93F69,UNIT-8087,crusher,Metso,2011,underground,south_africa,52883,2024-02-16,inspection,preventive,oil_change,minor,19.1,59239.23,5232.0,preventive,True,60,False,False,False
EQP-0EFB449C,UNIT-5305,grader,Komatsu,2019,underground,zambia,19214,2020-08-05,condition_based,transmission,driveshaft,routine,2.9,3705.6,43.0,predictive,False,29,True,False,False
EQP-C2AA5CD9,UNIT-8219,excavator,Liebherr,2022,processing_plant,south_africa,6746,2023-03-21,breakdown,bucket,general_component,minor,8.9,13181.32,970.0,corrective,False,65,False,False,True
EQP-55543069,UNIT-2326,excavator,Caterpillar,2020,open_pit,zimbabwe,15556,2021-12-29,scheduled_maintenance,preventive,filter_replace,routine,6.0,2614.41,1025.0,preventive,True,365,False,False,False
EQP-74583DC5,UNIT-4501,crusher,Sandvik,2016,open_pit,zambia,31817,2023-10-31,scheduled_maintenance,preventive,filter_replace,routine,11.5,5463.16,1857.0,preventive,True,43,False,False,False
EQP-C08BF787,UNIT-3460,haul_truck,Caterpillar,2017,processing_plant,ghana,28209,2020-01-02,scheduled_maintenance,preventive,adjustment,routine,3.7,3179.33,548.0,preventive,True,6,False,False,False
EQP-C0DA807E,UNIT-3235,grader,John Deere,2016,open_pit,botswana,30317,2020-12-03,scheduled_maintenance,preventive,filter_replace,minor,7.2,14389.66,105.0,preventive,True,16,False,False,False
EQP-49937065,UNIT-3774,excavator,Komatsu,2017,processing_plant,tanzania,28478,2021-03-09,scheduled_maintenance,preventive,filter_replace,routine,5.0,7161.7,691.0,preventive,True,56,False,False,False
EQP-0DBECD67,UNIT-4441,haul_truck,Hitachi,2020,underground,drc,15105,2022-09-29,condition_based,engine,turbo,minor,6.1,28700.04,601.0,predictive,False,50,True,False,False
EQP-25759751,UNIT-2145,haul_truck,Belaz,2008,processing_plant,botswana,63352,2024-10-14,scheduled_maintenance,preventive,adjustment,routine,2.5,4013.09,272.0,preventive,True,15,False,False,False
EQP-FFB2AC0A,UNIT-7363,grader,John Deere,2011,underground,tanzania,53173,2024-06-01,scheduled_maintenance,preventive,filter_replace,minor,10.4,8921.52,185.0,preventive,True,5,False,False,False
EQP-2E70BA4A,UNIT-5951,haul_truck,Komatsu,2008,processing_plant,south_africa,61816,2022-03-31,inspection,preventive,adjustment,routine,1.7,3177.69,194.0,preventive,True,16,False,False,False
EQP-E1FF0C01,UNIT-8462,crusher,Metso,2020,underground,zambia,16322,2020-01-03,scheduled_maintenance,preventive,inspection,routine,5.2,8250.22,1282.0,preventive,True,7,False,False,False
EQP-D53D8BA2,UNIT-7344,haul_truck,Belaz,2019,underground,zambia,20318,2024-04-10,scheduled_maintenance,preventive,oil_change,minor,9.3,25295.64,738.0,preventive,True,8,False,False,False
EQP-55F7CA97,UNIT-2341,haul_truck,Komatsu,2008,open_pit,zambia,63181,2022-10-27,breakdown,electrical,starter,minor,10.2,23175.72,1417.0,corrective,False,6,False,False,False
EQP-B29566D0,UNIT-1629,grader,John Deere,2009,open_pit,botswana,59552,2020-02-12,breakdown,blade,general_component,minor,7.1,13476.78,109.0,corrective,False,221,True,False,False
EQP-0F110131,UNIT-4804,haul_truck,Caterpillar,2012,open_pit,drc,49221,2023-03-07,breakdown,transmission,torque_converter,critical,61.8,261906.46,7063.0,corrective,False,152,True,False,False
EQP-31DF15BC,UNIT-5329,haul_truck,Komatsu,2011,processing_plant,south_africa,53962,2024-05-03,scheduled_maintenance,preventive,oil_change,routine,3.8,1525.75,357.0,preventive,True,7,False,False,False
EQP-F71412CB,UNIT-3162,drill_rig,Epiroc,2016,open_pit,drc,33064,2024-04-16,condition_based,hydraulics,pump,minor,3.6,8559.29,97.0,predictive,False,123,True,False,True
EQP-B09B5702,UNIT-8039,grader,Komatsu,2015,underground,tanzania,37885,2024-05-19,breakdown,transmission,gearbox,critical,70.5,118510.34,942.0,corrective,False,156,False,False,False
EQP-C12528EC,UNIT-6233,excavator,Komatsu,2013,underground,ghana,43308,2024-10-22,condition_based,hydraulics,valve,routine,4.5,5569.75,818.0,predictive,False,41,False,False,True
EQP-713906DD,UNIT-7731,haul_truck,Hitachi,2010,open_pit,south_africa,54419,2023-03-22,breakdown,electrical,battery,major,17.1,35285.36,1984.0,corrective,False,248,False,False,False
EQP-9F4AF268,UNIT-1980,pump,KSB,2018,processing_plant,ghana,23947,2023-01-07,breakdown,bearing,general_component,major,6.3,8777.49,398.0,corrective,False,13,False,True,False
EQP-43D4A00D,UNIT-8334,crusher,Sandvik,2020,open_pit,zimbabwe,16804,2020-07-28,scheduled_maintenance,preventive,adjustment,minor,21.2,57450.75,5066.0,preventive,True,21,False,False,False
EQP-310882EE,UNIT-2854,loader,Caterpillar,2018,underground,south_africa,22145,2023-02-12,scheduled_maintenance,preventive,adjustment,minor,12.9,21272.1,872.0,preventive,True,94,True,False,False
EQP-799A0998,UNIT-5033,loader,Caterpillar,2020,open_pit,ghana,15073,2024-04-25,breakdown,hydraulics,pump,major,23.1,35485.67,1413.0,corrective,False,53,True,False,False
EQP-AE9947D1,UNIT-4953,crusher,FLSmidth,2022,open_pit,south_africa,7184,2024-01-03,breakdown,liner,general_component,major,42.3,117536.38,11040.0,corrective,False,101,False,False,False
EQP-DDD4D183,UNIT-8384,excavator,Caterpillar,2021,open_pit,drc,12356,2024-06-07,scheduled_maintenance,preventive,adjustment,routine,3.2,3174.05,374.0,preventive,True,133,True,False,True
EQP-634299CD,UNIT-3491,excavator,Caterpillar,2018,underground,south_africa,24227,2020-11-02,scheduled_maintenance,preventive,adjustment,minor,16.2,14049.18,2567.0,preventive,True,5,False,False,False
EQP-365405B8,UNIT-3166,crusher,Metso,2008,open_pit,south_africa,63224,2020-12-27,scheduled_maintenance,preventive,inspection,routine,7.9,7003.66,2054.0,preventive,True,43,True,False,False
EQP-31424A08,UNIT-4056,crusher,FLSmidth,2013,processing_plant,zimbabwe,44179,2024-03-24,scheduled_maintenance,preventive,adjustment,routine,5.5,6374.87,876.0,preventive,True,200,False,False,False
EQP-FC5543CF,UNIT-4246,pump,Metso,2014,underground,south_africa,38855,2024-08-19,scheduled_maintenance,preventive,adjustment,routine,2.0,1967.01,170.0,preventive,True,56,False,False,False
EQP-307D58B2,UNIT-2634,conveyor,ThyssenKrupp,2019,open_pit,south_africa,19573,2022-08-05,breakdown,gearbox,general_component,minor,3.0,2682.68,759.0,corrective,False,7,False,True,True
EQP-15E73425,UNIT-2587,excavator,Hitachi,2021,open_pit,zambia,10735,2024-05-04,breakdown,undercarriage,general_component,major,32.3,72837.49,5852.0,corrective,False,3,False,False,False
EQP-528EECAA,UNIT-3081,drill_rig,Sandvik,2018,open_pit,south_africa,23849,2023-05-12,scheduled_maintenance,preventive,inspection,routine,1.2,4416.49,38.0,preventive,True,29,False,False,False
EQP-C978223C,UNIT-5206,conveyor,Metso,2013,underground,south_africa,43199,2021-01-03,scheduled_maintenance,preventive,filter_replace,routine,1.1,551.81,317.0,preventive,True,19,False,False,False
EQP-45A6287B,UNIT-4089,drill_rig,Sandvik,2020,underground,drc,16690,2022-07-01,inspection,preventive,filter_replace,routine,1.8,3214.91,51.0,preventive,True,68,False,False,False
EQP-3F9E31DE,UNIT-4528,loader,Caterpillar,2019,open_pit,ghana,19973,2021-12-09,inspection,preventive,filter_replace,minor,13.6,12839.89,976.0,preventive,True,57,False,False,False
EQP-4B3881D8,UNIT-7470,conveyor,FLSmidth,2020,underground,drc,15773,2023-11-22,breakdown,belt,general_component,critical,32.9,41192.2,10595.0,corrective,False,312,False,False,False
EQP-1AEB29B1,UNIT-3168,haul_truck,Komatsu,2017,open_pit,botswana,29768,2021-08-29,breakdown,brakes,general_component,major,15.7,40591.53,1729.0,corrective,False,23,False,True,True
EQP-D6DE11B9,UNIT-9188,conveyor,Metso,2018,underground,drc,24383,2020-11-11,inspection,preventive,filter_replace,routine,1.7,2128.89,784.0,preventive,True,34,False,False,False
EQP-16502CB1,UNIT-7765,conveyor,FLSmidth,2013,open_pit,zambia,43631,2022-06-15,scheduled_maintenance,preventive,inspection,minor,5.2,5983.4,1436.0,preventive,True,15,False,False,False
EQP-81D71318,UNIT-2572,grader,John Deere,2014,open_pit,botswana,39416,2022-06-09,scheduled_maintenance,preventive,filter_replace,minor,8.1,4550.58,102.0,preventive,True,133,True,False,False
EQP-527CDD73,UNIT-3824,drill_rig,Caterpillar,2012,open_pit,drc,46818,2024-05-19,condition_based,compressor,general_component,minor,6.0,11132.41,167.0,predictive,False,13,True,False,False
EQP-64EB4CC1,UNIT-2651,conveyor,FLSmidth,2012,underground,tanzania,47934,2020-01-15,scheduled_maintenance,preventive,filter_replace,minor,4.0,8625.43,1637.0,preventive,True,99,False,False,False
EQP-2F1A4900,UNIT-3454,drill_rig,Epiroc,2018,underground,drc,24307,2024-04-22,breakdown,drill_string,general_component,critical,25.0,153373.45,1014.0,corrective,False,62,False,False,False
EQP-4EAAC9D2,UNIT-4289,conveyor,FLSmidth,2014,open_pit,zambia,38085,2021-01-15,breakdown,motor,general_component,minor,5.3,9662.15,2449.0,corrective,False,10,False,True,False
EQP-3A5F06BB,UNIT-2177,haul_truck,Caterpillar,2010,open_pit,botswana,54636,2020-11-12,breakdown,electrical,starter,minor,9.7,24894.51,1258.0,corrective,False,34,False,False,False
EQP-1B2E86C4,UNIT-1129,grader,John Deere,2008,underground,south_africa,63483,2022-01-22,breakdown,hydraulics,valve,major,22.2,20102.76,377.0,corrective,False,86,False,False,False
EQP-59F46CC5,UNIT-4948,grader,John Deere,2021,open_pit,botswana,10901,2022-09-19,breakdown,tires,front_left,major,21.8,17603.86,253.0,corrective,False,110,False,True,False
EQP-BAD2884C,UNIT-7308,conveyor,Metso,2014,underground,drc,40043,2024-07-31,scheduled_maintenance,preventive,filter_replace,routine,1.7,1425.11,773.0,preventive,True,44,False,True,False
EQP-97D3957A,UNIT-3726,conveyor,ThyssenKrupp,2017,open_pit,zambia,28182,2022-08-19,scheduled_maintenance,preventive,oil_change,routine,1.7,1389.62,428.0,preventive,True,25,False,False,False
EQP-5627A105,UNIT-8743,haul_truck,Hitachi,2022,open_pit,drc,7877,2020-09-18,breakdown,electrical,alternator,minor,11.6,19823.24,1492.0,corrective,False,94,False,False,False
EQP-A8671763,UNIT-4323,conveyor,ThyssenKrupp,2009,underground,ghana,60550,2022-03-21,breakdown,belt,general_component,major,9.6,20074.77,4355.0,corrective,False,49,False,False,False
EQP-1DDCE828,UNIT-9106,drill_rig,Sandvik,2022,open_pit,south_africa,7415,2024-07-15,overhaul,hydraulics,hose,major,16.5,27629.65,506.0,major_overhaul,True,12,True,False,True
EQP-27A56943,UNIT-3123,crusher,FLSmidth,2019,underground,botswana,19954,2023-07-10,breakdown,motor,general_component,critical,206.6,594743.38,40652.0,corrective,False,47,False,True,True
EQP-27DB87A8,UNIT-5853,haul_truck,Komatsu,2018,open_pit,zambia,22996,2021-01-26,breakdown,engine,oil_pump,major,15.2,52264.37,1416.0,corrective,False,215,True,True,True
EQP-F047AC1C,UNIT-7867,crusher,FLSmidth,2014,open_pit,tanzania,40284,2023-03-08,scheduled_maintenance,preventive,oil_change,routine,8.9,11579.62,2429.0,preventive,True,68,False,False,False
EQP-B2E4FF21,UNIT-1531,excavator,Hitachi,2019,underground,ghana,20075,2023-08-13,breakdown,hydraulics,hose,critical,97.3,222519.98,13825.0,corrective,False,26,False,False,False
EQP-525B1282,UNIT-9369,crusher,Sandvik,2011,open_pit,ghana,50801,2021-05-10,breakdown,liner,general_component,minor,14.5,45799.0,2966.0,corrective,False,117,False,False,True
EQP-74E10B8F,UNIT-4284,conveyor,Metso,2012,underground,ghana,47844,2022-08-08,breakdown,gearbox,general_component,critical,26.9,98754.73,10103.0,corrective,False,47,False,False,False
EQP-CB140A89,UNIT-5480,haul_truck,Belaz,2023,underground,south_africa,3962,2021-09-18,overhaul,transmission,gearbox,major,12.0,36911.41,1557.0,major_overhaul,True,9,True,False,False
EQP-EFBA19B8,UNIT-6655,drill_rig,Sandvik,2012,processing_plant,drc,48281,2020-11-21,scheduled_maintenance,preventive,filter_replace,minor,4.4,11538.88,183.0,preventive,True,107,False,False,False
EQP-786DEC66,UNIT-6786,loader,Caterpillar,2019,open_pit,botswana,20318,2024-05-18,scheduled_maintenance,preventive,inspection,routine,3.5,4545.72,299.0,preventive,True,31,False,False,False
EQP-56B1BFC1,UNIT-1212,conveyor,FLSmidth,2022,open_pit,tanzania,7278,2021-07-30,inspection,preventive,oil_change,routine,1.2,2213.71,584.0,preventive,True,84,False,False,False
EQP-E9EC396E,UNIT-8803,haul_truck,Belaz,2017,open_pit,drc,28763,2021-08-09,scheduled_maintenance,preventive,oil_change,minor,10.2,21836.72,960.0,preventive,True,27,False,True,True
EQP-8817E3E2,UNIT-6611,drill_rig,Caterpillar,2012,processing_plant,ghana,48523,2020-07-01,breakdown,compressor,general_component,minor,6.8,8469.27,205.0,corrective,False,43,False,False,False
EQP-D492A7CF,UNIT-9988,excavator,Liebherr,2021,open_pit,zambia,11275,2022-03-10,scheduled_maintenance,preventive,oil_change,minor,9.2,29354.68,1518.0,preventive,True,15,False,False,True
EQP-69E15CB9,UNIT-5243,crusher,Sandvik,2021,open_pit,zambia,10857,2023-03-04,scheduled_maintenance,preventive,filter_replace,routine,4.9,10472.81,842.0,preventive,True,46,False,False,False
EQP-B5B0657B,UNIT-6521,conveyor,ThyssenKrupp,2016,underground,zimbabwe,31351,2024-10-17,scheduled_maintenance,preventive,oil_change,minor,3.0,2827.34,1233.0,preventive,True,178,False,False,False
EQP-1A9BA908,UNIT-4969,haul_truck,Komatsu,2009,open_pit,drc,58528,2023-10-28,condition_based,engine,injector,minor,8.2,21155.11,1203.0,predictive,False,116,True,False,False
EQP-D267DBF8,UNIT-9007,conveyor,FLSmidth,2015,underground,south_africa,36208,2024-03-23,breakdown,pulley,general_component,critical,33.3,64943.87,12142.0,corrective,False,45,False,False,False
EQP-1FD5F934,UNIT-8490,crusher,Metso,2014,open_pit,south_africa,41183,2024-11-12,breakdown,shaft,general_component,minor,26.5,28026.13,4828.0,corrective,False,26,False,False,False
EQP-49E0EA4E,UNIT-9176,loader,Volvo,2011,underground,botswana,53421,2023-06-12,scheduled_maintenance,preventive,inspection,routine,2.2,2346.8,219.0,preventive,True,41,True,True,False
EQP-C85916C4,UNIT-5538,haul_truck,Komatsu,2014,underground,zimbabwe,38910,2024-03-22,breakdown,tires,front_left,critical,50.1,247774.51,5196.0,corrective,False,83,False,False,False
EQP-173A88EF,UNIT-8122,excavator,Caterpillar,2010,open_pit,botswana,56786,2021-07-01,overhaul,engine,head_gasket,major,35.3,43895.22,3932.0,major_overhaul,True,17,False,True,False
EQP-699E614E,UNIT-4228,drill_rig,Epiroc,2019,underground,ghana,20084,2023-07-11,scheduled_maintenance,preventive,oil_change,minor,8.4,9267.57,297.0,preventive,True,16,False,False,False
EQP-0D828183,UNIT-5147,haul_truck,Hitachi,2014,underground,drc,37604,2023-02-05,breakdown,electrical,battery,major,20.9,61548.1,1705.0,corrective,False,156,False,False,False
EQP-0C02B394,UNIT-7841,drill_rig,Sandvik,2019,open_pit,ghana,19667,2022-03-23,scheduled_maintenance,preventive,oil_change,routine,1.7,1836.82,46.0,preventive,True,61,False,False,False
EQP-E2B9B66E,UNIT-1730,haul_truck,Komatsu,2015,processing_plant,botswana,35556,2023-03-01,condition_based,hydraulics,valve,routine,1.7,2205.64,134.0,predictive,False,49,True,False,True
EQP-F6A8DB19,UNIT-7393,haul_truck,Komatsu,2019,underground,ghana,21210,2023-07-21,scheduled_maintenance,preventive,filter_replace,minor,7.7,29615.13,840.0,preventive,True,172,True,False,False
EQP-FA2F1818,UNIT-1142,crusher,Sandvik,2019,processing_plant,zimbabwe,19129,2022-01-10,scheduled_maintenance,preventive,inspection,routine,7.5,9787.58,1641.0,preventive,True,3,True,False,False
EQP-3FCFF61D,UNIT-6225,excavator,Hitachi,2010,underground,south_africa,56563,2024-02-25,condition_based,bucket,general_component,routine,4.8,4150.12,832.0,predictive,False,71,False,False,False
EQP-553B935E,UNIT-5294,crusher,FLSmidth,2015,open_pit,south_africa,35892,2020-03-06,breakdown,bearing,general_component,minor,13.7,21928.44,3173.0,corrective,False,37,False,True,True
EQP-ED161066,UNIT-5217,haul_truck,Caterpillar,2019,open_pit,south_africa,18554,2021-08-06,scheduled_maintenance,preventive,oil_change,routine,3.8,1542.64,530.0,preventive,True,15,False,False,False
EQP-6B95A74A,UNIT-5448,conveyor,FLSmidth,2017,open_pit,drc,27447,2021-10-21,scheduled_maintenance,preventive,adjustment,minor,4.9,8123.14,2294.0,preventive,True,42,False,False,True
EQP-CF342F07,UNIT-5426,excavator,Hitachi,2011,open_pit,tanzania,53531,2024-02-03,inspection,preventive,filter_replace,minor,17.7,20724.88,2073.0,preventive,True,166,True,False,False
EQP-6A76FBE1,UNIT-4665,loader,Caterpillar,2021,open_pit,botswana,11826,2022-07-03,inspection,preventive,oil_change,routine,4.6,2133.9,239.0,preventive,True,26,False,False,False
EQP-AD757C43,UNIT-5061,loader,Caterpillar,2011,open_pit,zambia,52905,2024-08-06,overhaul,hydraulics,hose,major,21.5,56527.12,1834.0,major_overhaul,True,49,True,False,False
EQP-5E12E6B1,UNIT-6112,excavator,Komatsu,2023,open_pit,drc,4851,2024-09-06,breakdown,hydraulics,valve,major,29.9,81779.86,3020.0,corrective,False,117,True,False,False
EQP-263EFD89,UNIT-7870,conveyor,ThyssenKrupp,2019,processing_plant,tanzania,19551,2022-04-05,inspection,preventive,inspection,routine,1.8,2120.82,627.0,preventive,True,241,False,False,False
EQP-1F036237,UNIT-5968,haul_truck,Hitachi,2013,open_pit,south_africa,42716,2023-08-02,condition_based,tires,rear_right,minor,5.6,22254.15,443.0,predictive,False,256,False,False,False
EQP-780AEF6B,UNIT-6782,conveyor,Metso,2011,underground,tanzania,50848,2021-03-19,scheduled_maintenance,preventive,filter_replace,minor,2.0,9375.33,729.0,preventive,True,52,False,True,False
EQP-8565959D,UNIT-8528,haul_truck,Hitachi,2022,underground,zimbabwe,9451,2020-07-13,overhaul,tires,rear_right,major,15.7,45500.32,1707.0,major_overhaul,True,2,False,False,False
